Subject_ID,Task,Item_Index,Absolute_Word_Start,Absolute_Word_End,Duration,Gap_Before,F0semitoneFrom27.5Hz_sma3nz_amean,F0semitoneFrom27.5Hz_sma3nz_stddevNorm,F0semitoneFrom27.5Hz_sma3nz_percentile20.0,F0semitoneFrom27.5Hz_sma3nz_percentile50.0,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,F0semitoneFrom27.5Hz_sma3nz_meanRisingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope,F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope,loudness_sma3_amean,loudness_sma3_stddevNorm,loudness_sma3_percentile20.0,loudness_sma3_percentile50.0,loudness_sma3_percentile80.0,loudness_sma3_pctlrange0-2,loudness_sma3_meanRisingSlope,loudness_sma3_stddevRisingSlope,loudness_sma3_meanFallingSlope,loudness_sma3_stddevFallingSlope,spectralFlux_sma3_amean,spectralFlux_sma3_stddevNorm,mfcc1_sma3_amean,mfcc1_sma3_stddevNorm,mfcc2_sma3_amean,mfcc2_sma3_stddevNorm,mfcc3_sma3_amean,mfcc3_sma3_stddevNorm,mfcc4_sma3_amean,mfcc4_sma3_stddevNorm,jitterLocal_sma3nz_amean,jitterLocal_sma3nz_stddevNorm,shimmerLocaldB_sma3nz_amean,shimmerLocaldB_sma3nz_stddevNorm,HNRdBACF_sma3nz_amean,HNRdBACF_sma3nz_stddevNorm,logRelF0-H1-H2_sma3nz_amean,logRelF0-H1-H2_sma3nz_stddevNorm,logRelF0-H1-A3_sma3nz_amean,logRelF0-H1-A3_sma3nz_stddevNorm,F1frequency_sma3nz_amean,F1frequency_sma3nz_stddevNorm,F1bandwidth_sma3nz_amean,F1bandwidth_sma3nz_stddevNorm,F1amplitudeLogRelF0_sma3nz_amean,F1amplitudeLogRelF0_sma3nz_stddevNorm,F2frequency_sma3nz_amean,F2frequency_sma3nz_stddevNorm,F2bandwidth_sma3nz_amean,F2bandwidth_sma3nz_stddevNorm,F2amplitudeLogRelF0_sma3nz_amean,F2amplitudeLogRelF0_sma3nz_stddevNorm,F3frequency_sma3nz_amean,F3frequency_sma3nz_stddevNorm,F3bandwidth_sma3nz_amean,F3bandwidth_sma3nz_stddevNorm,F3amplitudeLogRelF0_sma3nz_amean,F3amplitudeLogRelF0_sma3nz_stddevNorm,alphaRatioV_sma3nz_amean,alphaRatioV_sma3nz_stddevNorm,hammarbergIndexV_sma3nz_amean,hammarbergIndexV_sma3nz_stddevNorm,slopeV0-500_sma3nz_amean,slopeV0-500_sma3nz_stddevNorm,slopeV500-1500_sma3nz_amean,slopeV500-1500_sma3nz_stddevNorm,spectralFluxV_sma3nz_amean,spectralFluxV_sma3nz_stddevNorm,mfcc1V_sma3nz_amean,mfcc1V_sma3nz_stddevNorm,mfcc2V_sma3nz_amean,mfcc2V_sma3nz_stddevNorm,mfcc3V_sma3nz_amean,mfcc3V_sma3nz_stddevNorm,mfcc4V_sma3nz_amean,mfcc4V_sma3nz_stddevNorm,alphaRatioUV_sma3nz_amean,hammarbergIndexUV_sma3nz_amean,slopeUV0-500_sma3nz_amean,slopeUV500-1500_sma3nz_amean,spectralFluxUV_sma3nz_amean,loudnessPeaksPerSec,VoicedSegmentsPerSec,MeanVoicedSegmentLengthSec,StddevVoicedSegmentLengthSec,MeanUnvoicedSegmentLength,StddevUnvoicedSegmentLength,equivalentSoundLevel_dBp
xxxxxxxx001,Hanzi,1,1.63637767,1.902934099,0.26655643,1.63637767,37.13042068,0.023555906,36.42861938,36.7077713,37.98208618,1.553466797,22.76344299,0.0,6.304614067,0.0,0.942181945,0.186571375,0.833586097,0.974042118,1.099145174,0.265559077,2.536426306,4.885942936,2.065861464,0.0,0.454996347,0.463353813,44.37169266,0.032958068,7.535275459,1.065109372,-14.88215351,-0.683904946,-32.18775558,-0.305496603,0.008170338,1.028769851,0.391781628,0.595800221,12.63244915,0.079003483,-8.541606903,-0.286797106,29.31900787,0.098553993,720.8902588,0.220467046,1433.990234,0.096986264,-6.792741776,-0.876885891,1508.748779,0.137077063,1286.14209,0.318001449,-26.85585403,-0.392421693,3094.872559,0.087707341,811.7967529,0.468638211,-44.25967026,-0.115855008,-16.24567986,-0.298900604,37.1565361,0.109197661,0.043408468,0.281089932,-0.030490067,-0.239619732,0.399049073,0.443454564,45.04579544,0.016437842,4.037873268,1.39223516,-19.87643433,-0.265173107,-36.86605453,-0.127721816,0.0,0.0,0.0,0.0,0.0,4.0,5.263157845,0.179999992,0.0,0.0,0.0,-24.85381889
xxxxxxxx001,Hanzi,2,1.99485011,2.298172944,0.303322834,0.09191601,36.54484177,0.016151926,35.98184204,36.51603317,37.01121521,1.029373169,9.508290291,0.0,44.95766068,0.0,0.695887506,0.186775774,0.586577237,0.67598182,0.832597017,0.246019781,7.819229126,6.270980358,2.144842863,0.0,0.361781329,1.116653919,46.26252747,0.077449419,17.93429565,0.150048777,-5.511002064,-1.955186486,-21.73681641,-0.434430987,0.008762615,1.029617071,0.835440159,1.763136983,12.71676922,0.189677194,4.980044842,0.92768234,40.8120079,0.100698106,746.8251953,0.227560401,1366.134766,0.12331304,-15.49193192,-0.500361443,1835.082031,0.135541588,1391.006348,0.194314718,-38.27202988,-0.23939541,2988.030273,0.085910976,1377.548706,0.331143409,-51.4685936,-0.074335888,-29.63028526,-0.096563682,46.09617233,0.067628756,0.065808654,0.137879118,-0.038830973,-0.207096562,0.421222299,1.186306477,47.29225159,0.067422174,17.68604088,0.130793527,-10.11948299,-0.604090989,-25.93173599,-0.193976402,0.0,0.0,0.0,0.0,0.0,3.448276043,4.347826481,0.219999999,0.0,0.0,0.0,-25.9930706
xxxxxxxx001,Hanzi,3,2.325747747,2.61987898,0.294131233,0.027574803,37.69736099,0.044975255,36.02684784,37.9087677,39.40833282,3.381484985,0.0,0.0,-0.244838893,0.0,0.721042931,0.135195836,0.609313369,0.767217219,0.801092505,0.191779137,1.994745135,1.328429699,2.090620041,0.789323509,0.298240691,0.341387868,39.17947388,0.048251264,8.161295891,0.444541574,15.66849327,0.570304215,-12.44197083,-0.639783084,0.008580093,0.59692663,0.431891948,1.003895998,13.60534668,0.119507521,17.87094688,0.24101685,31.54734039,0.085312039,744.6409302,0.179381192,1143.548828,0.169097543,-26.37172699,-0.064452186,1958.585327,0.116351455,757.7406006,0.337175459,-37.20316315,-0.100655228,2819.140381,0.0588944,976.6660156,0.261495441,-39.24598312,-0.071835987,-26.25811577,-0.089933999,33.65890884,0.069369376,0.060739379,0.437301606,-0.031342823,-0.185141668,0.326947987,0.432078242,38.86198044,0.049927272,7.763254166,0.503403723,19.10519409,0.348154247,-15.72323608,-0.346931249,0.0,0.0,0.0,0.0,0.0,7.142857075,4.545454502,0.209999993,0.0,0.0,0.0,-25.71579933
xxxxxxxx001,Hanzi,4,2.656645384,3.074863231,0.418217847,0.036766404,31.85227966,0.085590273,31.95843124,32.60510254,33.64262772,1.684196472,15.13476372,4.268464088,324.7532654,0.0,0.935107946,0.570546925,0.261979312,0.988605976,1.518619299,1.256639957,9.009447098,6.598881721,4.96983099,0.0,0.291427642,0.567499816,34.37990189,0.070560932,-3.033917665,-4.790420532,0.178437233,36.73589706,-6.201827526,-1.744801641,0.020745376,2.102628708,0.797668517,0.974427938,8.932403564,0.303370148,21.93714523,0.379111767,30.3201828,0.336019218,820.9389038,0.148445889,1245.895142,0.123634584,-6.007520676,-0.957980216,1669.850708,0.032558188,936.9234619,0.218227372,-10.91364098,-0.668205619,2965.484375,0.058908921,479.8620605,0.713074267,-24.19708443,-0.303497553,-10.99424839,-0.613552511,28.00475311,0.255347878,0.072378673,0.240011916,0.001927782,6.058298588,0.336571395,0.50459671,34.84550858,0.066238806,-7.175084591,-1.611982584,-2.004941702,-2.117658854,-9.194536209,-0.957392216,0.0,0.0,0.0,0.0,0.0,2.500000238,2.941176414,0.329999983,0.0,0.0,0.0,-28.48862648
xxxxxxxx001,Hanzi,5,3.291531247,3.668386889,0.376855642,0.216668016,37.91420364,0.052963793,35.84420013,38.78519058,39.52883911,3.684638977,20.10087967,0.0,-31.340065,0.0,0.649635375,0.28711161,0.45165503,0.719817758,0.790144503,0.338489473,3.857282639,2.467709303,-2.740548849,2.894494295,0.365985274,0.431184262,37.51243591,0.186986819,14.55801678,0.61628896,11.1893301,0.438257873,-4.986016273,-1.836183429,0.013039711,0.651715994,0.584502518,1.223454595,13.2069006,0.095841765,16.69395447,0.55330205,33.40366364,0.269739747,686.9893188,0.226387694,1222.893555,0.146510407,-25.20806694,-0.237208262,1819.989624,0.080847539,940.9281006,0.291355163,-38.26700211,-0.137322351,2784.465088,0.056627557,735.5002441,0.21001403,-44.05687714,-0.11298237,-28.64143753,-0.096800871,38.64125443,0.142949179,0.065738499,0.428274423,-0.026865765,-0.283201784,0.354866534,0.449399263,36.30135727,0.194734558,14.28710079,0.672852337,12.46630383,0.323534518,-4.452050686,-2.170708895,0.0,0.0,0.0,0.0,0.0,5.55555582,3.333333492,0.289999992,0.0,0.0,0.0,-25.76296806
xxxxxxxx001,Hanzi,6,3.774090301,4.026859329,0.252769028,0.105703412,32.32018661,0.04121815,32.39417267,32.46385193,33.03504944,0.64087677,94.25621796,0.0,10.82185173,0.0,0.933173239,0.155811056,0.807914853,1.001502156,1.038378239,0.230463386,1.883359671,4.426539898,0.984520435,0.0,0.314608395,0.354793042,46.15714645,0.038701594,5.104604721,0.658527255,-15.52105618,-0.163600698,-23.03201103,-0.448074192,0.008674228,0.494135559,0.404342562,0.424724907,10.21367455,0.249426499,24.73977661,0.515428841,42.14989471,0.1955304,772.1150513,0.386094809,1560.421387,0.083149388,-0.204006433,-21.34553337,1392.998535,0.113037348,1303.229492,0.202248707,-9.649384499,-1.126717687,3013.254883,0.089006983,786.355957,0.4309071,-35.82214737,-0.187229678,-8.537313461,-0.323046744,37.27360535,0.118301228,0.074964724,0.26570037,-0.015258993,-0.785679221,0.320153385,0.516890228,46.46603775,0.040944263,3.511720896,0.462128371,-15.95347881,-0.130882964,-27.47285461,-0.286706239,0.0,0.0,0.0,0.0,0.0,4.166666985,5.55555582,0.170000002,0.0,0.0,0.0,-26.80142784
xxxxxxxx001,Hanzi,7,4.114179539,4.394523371,0.280343831,0.08732021,33.41986465,0.018778464,32.86406326,33.24258041,33.93850327,1.074440002,17.87392426,0.0,9.884309769,0.0,1.049441457,0.340160996,0.638431549,1.048496008,1.451153278,0.812721729,11.63363075,0.0,-5.722428799,0.0,0.350410908,0.394073963,42.34078979,0.105420992,-2.611292362,-6.481098652,-13.15399647,-0.37764889,-12.12208652,-0.507184148,0.005378049,0.466286063,0.396880478,0.669574738,10.47007942,0.151802123,17.13608742,0.510877311,30.70910072,0.532733679,704.9127197,0.244762942,1539.538452,0.2248777,-2.42054224,-1.771221042,1470.277466,0.145027265,1065.965942,0.231937811,-10.70932198,-0.940996885,2717.37085,0.14293693,655.8699341,0.305026919,-28.82226372,-0.503788114,-9.554174423,-0.465303272,32.4801445,0.252725512,0.081772968,0.185227796,-0.002531537,-4.415938377,0.397503167,0.298137784,41.07199097,0.103466876,-8.966170311,-1.514920235,-13.23502541,-0.412229985,-9.840302467,-0.506940663,0.0,0.0,0.0,0.0,0.0,3.70370388,4.761904716,0.199999988,0.0,0.0,0.0,-27.20808411
xxxxxxxx001,Hanzi,8,4.514014184,4.752995811,0.238981627,0.119490813,32.71281815,0.01400777,32.26337051,32.69549561,33.0434227,0.780052185,15.35270786,0.0,16.52076912,0.0,0.643283486,0.149707779,0.548547983,0.652961016,0.732571423,0.18402344,1.211777925,2.552768946,1.419697881,0.0,0.287665337,0.554478407,47.50047302,0.087025926,25.03376198,0.207707122,1.844952345,2.289872885,-21.13445282,-0.269246608,0.008230241,0.815058768,0.782625437,1.5298388,11.54717159,0.072699793,22.58932686,0.121684194,55.62663269,0.056845743,545.6780396,0.371160895,1375.789307,0.105680831,-2.846122503,-3.18555069,1547.892212,0.260486931,1039.769409,0.099883087,-32.39934921,-0.277747571,2815.472412,0.131203651,964.9155884,0.193850458,-49.78751373,-0.034022871,-34.64949036,-0.05941131,49.79176331,0.052277453,0.08295057,0.145667478,-0.050555281,-0.123144172,0.321382523,0.697514474,49.40237427,0.041862559,27.82616425,0.064996369,0.233375221,15.14667034,-23.45224953,-0.206245691,0.0,0.0,0.0,0.0,0.0,4.545454502,6.25,0.149999991,0.0,0.0,0.0,-26.39733315
xxxxxxxx001,Hanzi,9,5.148159287,5.446886321,0.298727033,0.395163477,32.00403976,0.109254017,33.128582,33.25733948,33.88407135,0.755489349,234.1299133,0.0,-1.09193325,0.0,0.949997246,0.47284469,0.440463841,1.082875729,1.376770735,0.936306894,10.65631676,0.0,-5.396967888,0.0,0.452223212,0.447633684,41.68650436,0.075341538,3.873354912,3.614169359,-0.015664887,-642.878479,-8.560482025,-0.997841656,0.010139809,0.717009187,0.604889572,0.470304936,9.115283966,0.418731987,18.84082413,0.450719476,40.39776611,0.216398016,790.0565186,0.23852025,1299.724365,0.164655447,-5.294781208,-1.222327232,1804.557495,0.099437691,1031.130371,0.394209355,-18.80280685,-0.283537358,3046.937256,0.054518383,698.0047607,0.599817514,-33.38741302,-0.260304213,-20.29230118,-0.425795734,36.5087738,0.167186439,0.071182512,0.620231569,-0.016561074,-0.614058614,0.453961521,0.459056437,41.62788391,0.08432617,4.919240952,3.157025337,0.561703622,20.03492165,-7.658875942,-1.22880435,0.0,0.0,0.0,0.0,0.0,3.571428537,4.545454502,0.209999993,0.0,0.0,0.0,-25.69362259
xxxxxxxx001,Hanzi,10,5.465269523,5.754804955,0.289535432,0.018383202,37.91226959,0.034529436,37.04569626,37.94941711,39.28934479,2.243648529,30.29923439,0.0,-38.75989914,0.0,0.832493186,0.167217776,0.692063868,0.820354283,0.965233803,0.273169935,1.740370989,2.11468482,2.842131376,0.0,0.421845585,0.414777786,40.89452362,0.107980043,9.34457016,0.805953562,16.35263443,0.679083347,-15.55283737,-0.359074831,0.010306234,0.320185244,0.346267015,0.531040013,13.20877457,0.116082117,17.12350082,0.308677524,30.57272911,0.263640493,747.5874023,0.040008884,1145.250977,0.099150144,-26.15163422,-0.051600616,1906.612061,0.041477356,707.8375854,0.252900064,-36.62601089,-0.133856654,2855.02124,0.026086146,640.2658691,0.370455831,-39.62960434,-0.133183748,-27.79286957,-0.140671432,34.37022781,0.156237289,0.074979983,0.158635005,-0.036384344,-0.137768939,0.389226168,0.280853391,39.07448578,0.068429686,9.445562363,0.889834046,21.26848602,0.266258687,-15.89638519,-0.368098557,0.0,0.0,0.0,0.0,0.0,3.70370388,4.761904716,0.199999988,0.0,0.0,0.0,-23.78665733
