Pair,Task_1,Task_2,Behavior_Metric,Speech_Feature,N,Spearman_rho,p_raw,Status,p_fdr_bh,Significant_FDR,Significant_Raw
Dots_minus_Hanzi,Dots,Hanzi,Total_Hesitation_Duration,Gap_Before,158,0.9256205513273569,1.017739261276742e-67,ok,1.8319306702981355e-65,True,True
Dots_minus_Hanzi,Dots,Hanzi,Total_Hesitation_Duration,loudness_sma3_stddevNorm,158,0.41129580640106855,7.945421274420865e-08,ok,7.150879146978778e-06,True,True
Dots_minus_Hanzi,Dots,Hanzi,Total_Hesitation_Duration,loudness_sma3_pctlrange0-2,158,0.34798184857893477,7.458622369232673e-06,ok,0.0004475173421539604,True,True
Dots_minus_Hanzi,Dots,Hanzi,Total_Hesitation_Duration,Duration,158,0.3314977052113077,2.0931806864726644e-05,ok,0.0009419313089126989,True,True
Dots_minus_Hanzi,Dots,Hanzi,Total_Hesitation_Duration,MeanVoicedSegmentLengthSec,158,0.3111485674476262,6.91312784462728e-05,ok,0.002488726024065821,True,True
Dots_minus_Hanzi,Dots,Hanzi,Total_Hesitation_Duration,mfcc1V_sma3nz_stddevNorm,158,0.3005161563164116,0.0001248000318025414,ok,0.003744000954076242,True,True
Dots_minus_Hanzi,Dots,Hanzi,Total_Hesitation_Duration,mfcc1_sma3_stddevNorm,158,0.29691386289683414,0.0001516772245419977,ok,0.003900271488222798,True,True
Dots_minus_Hanzi,Dots,Hanzi,Total_Hesitation_Duration,hammarbergIndexV_sma3nz_stddevNorm,158,0.2889486566700996,0.0002313700476392299,ok,0.005205826071882673,True,True
Dots_minus_Hanzi,Dots,Hanzi,Total_Hesitation_Duration,alphaRatioV_sma3nz_stddevNorm,158,-0.2715608974700278,0.0005575711197008687,ok,0.011151422394017372,True,True
Dots_minus_Hanzi,Dots,Hanzi,Total_Hesitation_Duration,F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope,158,0.2525359253943808,0.0013687017608332397,ok,0.024636631694998315,True,True
Dots_minus_Hanzi,Dots,Hanzi,Total_Hesitation_Duration,VoicedSegmentsPerSec,158,-0.24209450239519045,0.002179328350941114,ok,0.03564590943546837,True,True
Dots_minus_Hanzi,Dots,Hanzi,Total_Hesitation_Duration,F3amplitudeLogRelF0_sma3nz_stddevNorm,158,-0.23926195579584367,0.0024642513633404907,ok,0.03564590943546837,True,True
Dots_minus_Hanzi,Dots,Hanzi,Total_Hesitation_Duration,loudness_sma3_percentile20.0,158,-0.2382457682940372,0.0025744267925616043,ok,0.03564590943546837,True,True
