Subject_ID,Task,Item_Index,Word,Absolute_Word_Start,Absolute_Word_End,Duration,Word_Duration,Gap_Before,Audio_Path,Segment_Path,F0semitoneFrom27.5Hz_sma3nz_amean,F0semitoneFrom27.5Hz_sma3nz_stddevNorm,F0semitoneFrom27.5Hz_sma3nz_percentile20.0,F0semitoneFrom27.5Hz_sma3nz_percentile50.0,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,F0semitoneFrom27.5Hz_sma3nz_meanRisingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope,F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope,loudness_sma3_amean,loudness_sma3_stddevNorm,loudness_sma3_percentile20.0,loudness_sma3_percentile50.0,loudness_sma3_percentile80.0,loudness_sma3_pctlrange0-2,loudness_sma3_meanRisingSlope,loudness_sma3_stddevRisingSlope,loudness_sma3_meanFallingSlope,loudness_sma3_stddevFallingSlope,spectralFlux_sma3_amean,spectralFlux_sma3_stddevNorm,mfcc1_sma3_amean,mfcc1_sma3_stddevNorm,mfcc2_sma3_amean,mfcc2_sma3_stddevNorm,mfcc3_sma3_amean,mfcc3_sma3_stddevNorm,mfcc4_sma3_amean,mfcc4_sma3_stddevNorm,jitterLocal_sma3nz_amean,jitterLocal_sma3nz_stddevNorm,shimmerLocaldB_sma3nz_amean,shimmerLocaldB_sma3nz_stddevNorm,HNRdBACF_sma3nz_amean,HNRdBACF_sma3nz_stddevNorm,logRelF0-H1-H2_sma3nz_amean,logRelF0-H1-H2_sma3nz_stddevNorm,logRelF0-H1-A3_sma3nz_amean,logRelF0-H1-A3_sma3nz_stddevNorm,F1frequency_sma3nz_amean,F1frequency_sma3nz_stddevNorm,F1bandwidth_sma3nz_amean,F1bandwidth_sma3nz_stddevNorm,F1amplitudeLogRelF0_sma3nz_amean,F1amplitudeLogRelF0_sma3nz_stddevNorm,F2frequency_sma3nz_amean,F2frequency_sma3nz_stddevNorm,F2bandwidth_sma3nz_amean,F2bandwidth_sma3nz_stddevNorm,F2amplitudeLogRelF0_sma3nz_amean,F2amplitudeLogRelF0_sma3nz_stddevNorm,F3frequency_sma3nz_amean,F3frequency_sma3nz_stddevNorm,F3bandwidth_sma3nz_amean,F3bandwidth_sma3nz_stddevNorm,F3amplitudeLogRelF0_sma3nz_amean,F3amplitudeLogRelF0_sma3nz_stddevNorm,alphaRatioV_sma3nz_amean,alphaRatioV_sma3nz_stddevNorm,hammarbergIndexV_sma3nz_amean,hammarbergIndexV_sma3nz_stddevNorm,slopeV0-500_sma3nz_amean,slopeV0-500_sma3nz_stddevNorm,slopeV500-1500_sma3nz_amean,slopeV500-1500_sma3nz_stddevNorm,spectralFluxV_sma3nz_amean,spectralFluxV_sma3nz_stddevNorm,mfcc1V_sma3nz_amean,mfcc1V_sma3nz_stddevNorm,mfcc2V_sma3nz_amean,mfcc2V_sma3nz_stddevNorm,mfcc3V_sma3nz_amean,mfcc3V_sma3nz_stddevNorm,mfcc4V_sma3nz_amean,mfcc4V_sma3nz_stddevNorm,alphaRatioUV_sma3nz_amean,hammarbergIndexUV_sma3nz_amean,slopeUV0-500_sma3nz_amean,slopeUV500-1500_sma3nz_amean,spectralFluxUV_sma3nz_amean,loudnessPeaksPerSec,VoicedSegmentsPerSec,MeanVoicedSegmentLengthSec,StddevVoicedSegmentLengthSec,MeanUnvoicedSegmentLength,StddevUnvoicedSegmentLength,equivalentSoundLevel_dBp
xxxxxxxx160,Dots,1,red,2.617,3.0181,0.4011,0.4011,2.617,data/public/wd/audio_not_shared/xxxxxxxx160/session_1/xxxxxxxx160_stroop_Dots.wav,data/public/wd/segments_not_shared/xxxxxxxx160/Dots/xxxxxxxx160_Dots_01_red.wav,28.52175521850586,0.0352920815348625,27.6468448638916,28.011911392211918,29.77256774902344,2.125722885131836,15.566466331481934,0.0,-2.3568549156188965,5.074857234954834,0.1619569957256317,0.282443106174469,0.129805102944374,0.1389053016901016,0.2213567197322845,0.0915516167879104,0.729206919670105,0.668337345123291,0.770211935043335,0.0,0.0381143912672996,0.3476735055446625,44.62569427490234,0.1201035156846046,19.30763816833496,0.2181421071290969,9.96879768371582,1.190860152244568,-15.229599952697754,-0.8323191404342651,0.0105031095445156,0.8533411622047424,0.9857085347175598,1.0619012117385864,8.363990783691406,0.212544247508049,-1.3545523881912231,-3.4869754314422607,35.07598114013672,0.1159737259149551,593.96044921875,0.2167384177446365,1658.0120849609375,0.2147456556558609,-11.346810340881348,-0.5433262586593628,1476.0205078125,0.1472276151180267,1284.6939697265625,0.1366179883480072,-32.683597564697266,-0.244504228234291,2776.68408203125,0.0667162761092186,1048.893310546875,0.3779588043689728,-42.018096923828125,-0.0785204917192459,-26.98936653137207,-0.1192118749022483,37.52879333496094,0.1090045869350433,0.0437638387084007,0.498056024312973,-0.0395863987505435,-0.2305355221033096,0.0418382845818996,0.3166345059871673,45.24915313720703,0.121775209903717,18.30084609985352,0.2023387551307678,6.967271327972412,1.487642765045166,-18.36923217773437,-0.6072213053703308,0.0,0.0,0.0,0.0,0.0,2.5641026496887207,3.030303239822388,0.3199999928474426,0.0,0.0,0.0,-46.11214065551758
xxxxxxxx160,Dots,2,yellow,3.08,3.3484,0.2683999999999997,0.2683999999999997,0.0619,data/public/wd/audio_not_shared/xxxxxxxx160/session_1/xxxxxxxx160_stroop_Dots.wav,data/public/wd/segments_not_shared/xxxxxxxx160/Dots/xxxxxxxx160_Dots_02_yellow.wav,27.882442474365234,0.0201527960598468,27.403583526611328,27.69873046875,28.28159713745117,0.8780136108398438,6.217352867126465,0.0,15.728759765625,0.0,0.2369499057531356,0.2384041100740432,0.1767928004264831,0.264731764793396,0.2797471880912781,0.1029543876647949,1.61780047416687,0.0,-1.1725289821624756,0.0,0.0618932545185089,0.2623867392539978,45.9851188659668,0.0530410669744014,6.843914985656738,1.000017166137695,2.8690619468688965,2.213175773620605,-37.69759368896485,-0.2801204323768616,0.0096273235976696,0.7094464302062988,0.9336656332015992,0.4419275522232055,7.288613796234131,0.0454870499670505,-4.3719658851623535,-0.2439500093460083,29.262645721435547,0.1836982816457748,388.591796875,0.2372916042804718,1357.845703125,0.1203497573733329,0.2185527235269546,13.316137313842772,1203.0897216796875,0.1575465500354766,926.5742797851562,0.0914188250899314,-3.8408167362213135,-1.262216329574585,2520.065185546875,0.0649642199277877,693.3795776367188,0.4307884573936462,-32.93745803833008,-0.1738973706960678,-16.98813247680664,-0.4717199802398681,29.777544021606445,0.1159384176135063,0.0604863874614238,0.2754356265068054,-0.0537409670650959,-0.2404519319534301,0.0715002492070198,0.1514026224613189,46.59952926635742,0.0438056327402591,5.409986972808838,1.2991724014282229,2.277305841445923,3.1371960639953613,-42.366477966308594,-0.1486058682203292,0.0,0.0,0.0,0.0,0.0,4.0,5.263157844543457,0.1799999922513961,0.0,0.0,0.0,-45.41117477416992
xxxxxxxx160,Dots,3,blue,3.4302,3.7555,0.3252999999999999,0.3252999999999999,0.0818000000000003,data/public/wd/audio_not_shared/xxxxxxxx160/session_1/xxxxxxxx160_stroop_Dots.wav,data/public/wd/segments_not_shared/xxxxxxxx160/Dots/xxxxxxxx160_Dots_03_blue.wav,28.008041381835938,0.0432618372142314,26.635570526123047,27.992494583129883,29.301454544067383,2.665884017944336,4.496049880981445,0.0,13.706294059753418,0.0,0.2289060205221176,0.2727855443954468,0.1460292488336563,0.2396460771560669,0.2918117344379425,0.1457824856042862,0.9330356121063232,0.0,-0.6502918601036072,0.0,0.0436653904616832,0.3734568059444427,44.330326080322266,0.0327547155320644,-4.2139763832092285,-3.289079427719116,9.524428367614746,0.6342343688011169,-25.08065414428711,-0.3982304632663727,0.0104644168168306,0.486983448266983,0.6109241843223572,0.3503488302230835,7.298415184020996,0.247185617685318,0.2887443304061889,8.829463958740234,24.03182601928711,0.2983023226261139,380.7615051269531,0.0548567436635494,1235.575439453125,0.0686239749193191,-1.94151508808136,-1.1382651329040527,1203.15478515625,0.0209037773311138,934.8477172851562,0.0529717467725276,-10.119121551513672,-0.8576035499572754,2503.8837890625,0.034830629825592,534.150390625,0.1434929519891739,-26.611408233642575,-0.3206689357757568,-14.179327964782717,-0.4246423244476318,26.980213165283203,0.1874381750822067,0.0507642775774002,0.3352920413017273,-0.0192921515554189,-0.2145483791828155,0.0464357398450374,0.3560173213481903,44.397708892822266,0.0356492884457111,-2.781421422958374,-5.391895294189453,10.57750129699707,0.5909687280654907,-25.89872360229492,-0.4209764003753662,0.0,0.0,0.0,0.0,0.0,3.225806474685669,4.0,0.2399999946355819,0.0,0.0,0.0,-47.4024658203125
xxxxxxxx160,Dots,4,green,3.9301,4.2434,0.3133000000000003,0.3133000000000003,0.1745999999999998,data/public/wd/audio_not_shared/xxxxxxxx160/session_1/xxxxxxxx160_stroop_Dots.wav,data/public/wd/segments_not_shared/xxxxxxxx160/Dots/xxxxxxxx160_Dots_04_green.wav,30.31593894958496,0.024490924552083,29.748783111572266,30.47358703613281,31.009552001953125,1.2607688903808594,16.3031063079834,0.0,-19.94864654541016,0.0,0.1498621851205825,0.2195389419794082,0.1126552373170852,0.1536909639835357,0.1831213533878326,0.0704661160707473,0.2116692066192627,0.454222559928894,0.612263023853302,0.1892955303192138,0.0421017669141292,0.2895496189594269,44.12468338012695,0.0383033268153667,14.636727333068848,0.3123422265052795,19.742387771606445,0.3938217461109161,19.286834716796875,0.3703386485576629,0.0071179489605128,0.3545112907886505,0.6377353668212891,0.3280108571052551,9.955041885375977,0.096059963107109,8.085946083068848,0.5985233783721924,32.820735931396484,0.1494084000587463,443.1295776367188,0.1556778103113174,1436.7933349609375,0.069121703505516,-8.813047409057617,-0.4769934415817261,1415.376220703125,0.0986883640289306,1594.52783203125,0.3158124387264251,-30.60013771057129,-0.232512891292572,2332.689697265625,0.1400913000106811,971.4845581054688,0.3623330891132355,-35.51433181762695,-0.1895880252122879,-25.906450271606445,-0.1426634043455124,36.3975830078125,0.0987402200698852,0.0480285882949829,0.4603749215602875,-0.0225376319140195,-0.1187401041388511,0.0413542687892913,0.1815999299287796,44.52754592895508,0.0353146530687809,13.643535614013672,0.3351317942142486,21.45805549621582,0.3607135415077209,17.108747482299805,0.3608936965465545,0.0,0.0,0.0,0.0,0.0,6.6666669845581055,4.1666669845581055,0.2299999892711639,0.0,0.0,0.0,-45.12249755859375
xxxxxxxx160,Dots,5,green,4.7033,5.0824,0.3791000000000002,0.3791000000000002,0.4598999999999993,data/public/wd/audio_not_shared/xxxxxxxx160/session_1/xxxxxxxx160_stroop_Dots.wav,data/public/wd/segments_not_shared/xxxxxxxx160/Dots/xxxxxxxx160_Dots_05_green.wav,31.74820327758789,0.0338879004120826,30.6322021484375,32.10943603515625,32.81969451904297,2.1874923706054688,11.130046844482422,0.0,-13.231285095214844,0.0,0.2072069197893142,0.1727100908756256,0.1831860542297363,0.2101458609104156,0.236428365111351,0.0532423108816146,0.4078207910060882,0.3854699432849884,0.5261169075965881,0.0,0.0616029873490333,0.4518880546092987,43.6788330078125,0.0298745092004537,6.489207744598389,0.3379961550235748,18.02222442626953,0.124961994588375,16.018468856811523,0.2872582376003265,0.0105258002877235,0.8610883951187134,1.1098108291625977,0.9555840492248536,10.107239723205566,0.2027536779642105,19.043813705444336,0.4354319274425506,37.66526412963867,0.2112423777580261,416.2467346191406,0.2814666032791137,1339.087890625,0.1301552653312683,2.951911211013794,2.206371545791626,1442.376708984375,0.048316303640604,951.4210205078124,0.1240902170538902,-17.722219467163086,-0.1824226677417755,2540.1083984375,0.1312219798564911,1341.2283935546875,0.2998285889625549,-31.75632667541504,-0.1844518631696701,-20.960527420043945,-0.1095224916934967,39.797950744628906,0.0500180125236511,0.0684181228280067,0.2644973397254944,0.0026860160287469,2.0593667030334477,0.0656353235244751,0.4444710910320282,43.27250289916992,0.020745612680912,6.693463802337647,0.3399994373321533,18.54055404663086,0.1136793419718742,15.847042083740234,0.3145903050899505,0.0,0.0,0.0,0.0,0.0,2.777777910232544,3.3333334922790527,0.2899999916553497,0.0,0.0,0.0,-41.5561752319336
xxxxxxxx160,Dots,6,blue,5.3758,5.5614,0.1856,0.1856,0.2934000000000001,data/public/wd/audio_not_shared/xxxxxxxx160/session_1/xxxxxxxx160_stroop_Dots.wav,data/public/wd/segments_not_shared/xxxxxxxx160/Dots/xxxxxxxx160_Dots_06_blue.wav,28.71360969543457,0.001987762749195,28.666378021240234,28.728221893310547,28.76668930053711,0.100311279296875,0.0,0.0,-0.0338711738586425,0.0,0.0943848937749862,0.2221598625183105,0.0784976407885551,0.0835543051362037,0.1153750494122505,0.0368774086236953,0.3192622363567352,0.0,0.3110533654689789,0.3118786513805389,0.0211555287241935,0.300620436668396,40.12310791015625,0.1247259676456451,9.44383430480957,0.1829114258289337,10.616935729980469,0.2478038966655731,-11.142922401428224,-0.4293111264705658,0.0104785794392228,0.1195695102214813,0.8351938128471375,0.2231368571519851,7.297275543212891,0.0757537558674812,0.1517940461635589,9.420323371887209,30.720951080322266,0.0648299604654312,392.7503051757813,0.0106932800263166,1309.8524169921875,0.0533020757138729,-130.6873016357422,-0.6488660573959351,1264.0904541015625,0.0184565540403127,1008.5004272460938,0.080398753285408,-137.5540008544922,-0.555409848690033,2482.603271484375,0.0222491491585969,826.2863159179688,0.0500525757670402,-141.74362182617188,-0.501211941242218,-21.843942642211918,-0.053870715200901,37.73363494873047,0.0100042214617133,0.0493630766868591,0.233645498752594,-0.010871666483581,-0.2962978780269623,0.028859905898571,0.0713899210095405,47.09443664550781,0.007737623527646,11.979841232299805,0.0471426472067832,8.158455848693848,0.1282713711261749,-6.618672847747803,-0.1640702486038208,-19.88357353210449,32.032894134521484,-0.0063145742751657,-0.0201787315309047,0.0249290820211172,5.882352828979492,9.090909004211426,0.0299999993294477,0.0,0.0599999986588954,0.0,-54.37762451171875
xxxxxxxx160,Dots,7,yellow,5.8028,6.156,0.3531999999999993,0.3531999999999993,0.2414000000000005,data/public/wd/audio_not_shared/xxxxxxxx160/session_1/xxxxxxxx160_stroop_Dots.wav,data/public/wd/segments_not_shared/xxxxxxxx160/Dots/xxxxxxxx160_Dots_07_yellow.wav,27.98875999450684,0.0205853283405303,27.357372283935547,27.929553985595703,28.61971664428711,1.2623443603515625,14.504223823547363,0.0,1.4303240776062012,6.695282459259033,0.1483828872442245,0.3831425011157989,0.088054671883583,0.1454611271619796,0.2093195915222168,0.1212649196386337,0.3259207308292389,0.4704467356204986,0.9591062068939208,0.0,0.032962579280138,0.3540370464324951,46.315711975097656,0.0839230343699455,9.6571683883667,0.5286219120025635,4.252299785614014,1.456917405128479,-25.37360000610352,-0.6491240859031677,0.0140239680185914,1.2537546157836914,1.0582317113876345,0.36454838514328,6.923435688018799,0.1079244762659072,-1.2758705615997314,-1.7115941047668457,30.97995948791504,0.1602192670106887,451.4674682617188,0.4011752307415008,1349.546630859375,0.0616604499518871,-5.614699840545654,-1.4158793687820437,1306.345703125,0.2740416526794433,987.8986206054688,0.1163186281919479,-14.596773147583008,-1.0774751901626587,2587.135986328125,0.1011834740638732,703.3605346679688,0.4076925814151764,-36.319923400878906,-0.1892269998788833,-19.90587615966797,-0.2216190546751022,33.321556091308594,0.1350302994251251,0.0414098054170608,0.4189192652702331,-0.0441037788987159,-0.3689450919628143,0.03753113001585,0.3095807135105133,47.68382263183594,0.0504160672426223,8.600021362304688,0.5837804079055786,2.45102334022522,2.158008337020874,-30.092124938964844,-0.4730998873710632,0.0,0.0,0.0,0.0,0.0,2.941176414489746,3.5714285373687744,0.2699999809265136,0.0,0.0,0.0,-49.95799255371094
xxxxxxxx160,Dots,8,red,6.2937,6.5541,0.2603999999999997,0.2603999999999997,0.1377000000000006,data/public/wd/audio_not_shared/xxxxxxxx160/session_1/xxxxxxxx160_stroop_Dots.wav,data/public/wd/segments_not_shared/xxxxxxxx160/Dots/xxxxxxxx160_Dots_08_red.wav,27.01706886291504,0.018190948292613,26.481430053710938,27.115886688232425,27.402847290039062,0.921417236328125,16.20319938659668,0.0,15.753499031066896,0.0,0.101935975253582,0.3320788741111755,0.0731814578175544,0.0913716778159141,0.1411185711622238,0.0679371133446693,0.7570609450340271,0.6188235282897949,0.4571211636066437,0.0,0.027931498363614,0.3348737061023712,43.89150238037109,0.093544490635395,16.8568172454834,0.1374687403440475,11.485318183898926,0.4589444398880005,-9.69598388671875,-1.2408424615859983,0.019124761223793,0.6034461855888367,1.251949906349182,0.9782143831253052,6.781729698181152,0.1082451790571212,-3.7061028480529785,-0.510459840297699,31.595407485961918,0.1064911484718322,492.4142150878906,0.247784286737442,1443.109130859375,0.0681269615888595,-19.305906295776367,-1.7067360877990725,1360.0115966796875,0.1681966185569763,1282.34814453125,0.4239870011806488,-40.01107025146485,-0.7164800763130188,2609.736083984375,0.0767203792929649,665.4635620117188,0.1591468751430511,-49.00390625,-0.5318410396575928,-27.81343078613281,-0.0632681250572204,37.216068267822266,0.063526451587677,0.023685785010457,0.8835017085075378,-0.0382299721240997,-0.204849436879158,0.0324990153312683,0.3500372171401977,45.75465393066406,0.0692181065678596,17.386280059814453,0.1365231722593307,10.571615219116213,0.5358156561851501,-14.775930404663086,-0.691066324710846,-26.541614532470703,35.1212158203125,0.0199065245687961,-0.014721542596817,0.0123142832890152,4.0,5.263157844543457,0.1700000017881393,0.0,0.0,0.0,-52.0852165222168
xxxxxxxx160,Dots,9,yellow,7.1587,7.3982,0.2395000000000005,0.2395000000000005,0.6045999999999996,data/public/wd/audio_not_shared/xxxxxxxx160/session_1/xxxxxxxx160_stroop_Dots.wav,data/public/wd/segments_not_shared/xxxxxxxx160/Dots/xxxxxxxx160_Dots_09_yellow.wav,27.480247497558597,0.0115214493125677,27.214380264282227,27.33684539794922,27.81466484069824,0.6002845764160156,3.315258026123047,0.0,10.276540756225586,0.0,0.1754078716039657,0.2517282366752624,0.1245031803846359,0.1834392249584198,0.2202674448490142,0.0957642644643783,1.4043049812316897,0.0,-1.0476950407028198,0.0,0.0322369337081909,0.1472520977258682,47.64408493041992,0.0310810394585132,7.039401054382324,0.5495185256004333,-0.877129077911377,-5.67957878112793,-32.720394134521484,-0.2952455282211303,0.0098896315321326,1.0066994428634644,0.7855147123336792,0.857559859752655,7.724694728851318,0.0952658206224441,-3.820449352264404,-0.5304062962532043,30.6422119140625,0.0821252390742302,447.2481689453125,0.2625234425067901,1514.1109619140625,0.1144009381532669,-0.2092428803443908,-11.26462173461914,1237.89599609375,0.137345477938652,1087.5177001953125,0.0891648977994918,-7.759285926818848,-1.1116725206375122,2614.0810546875,0.0555350072681903,916.0658569335938,0.1913023442029953,-33.537803649902344,-0.0958173125982284,-19.493486404418945,-0.2548671066761017,32.279014587402344,0.0894131287932396,0.0466143079102039,0.3366430401802063,-0.0455276034772396,-0.1324784606695175,0.0347241982817649,0.1595798283815384,47.84718704223633,0.0320118851959705,6.034727573394775,0.6684048771858215,-2.9911835193634038,-1.2505309581756592,-36.39191818237305,-0.2022349536418914,0.0,0.0,0.0,0.0,0.0,4.545454502105713,6.25,0.1499999910593032,0.0,0.0,0.0,-49.18755340576172
xxxxxxxx160,Dots,10,red,7.6057,7.8432,0.2375000000000007,0.2375000000000007,0.2074999999999995,data/public/wd/audio_not_shared/xxxxxxxx160/session_1/xxxxxxxx160_stroop_Dots.wav,data/public/wd/segments_not_shared/xxxxxxxx160/Dots/xxxxxxxx160_Dots_10_red.wav,27.56846618652344,0.0031563194934278,27.510009765625,27.552589416503903,27.583532333374023,0.0735225677490234,3.238677978515625,0.5571476221084595,4.869484901428223,2.4494409561157227,0.1571245342493057,0.1712489277124405,0.1288767755031585,0.1648625135421753,0.1801533997058868,0.0512766242027282,0.3294091522693634,0.6602659821510315,0.275274246931076,0.0,0.0223763529211282,0.2216668725013733,47.62614822387695,0.0465797297656536,9.347577095031738,0.1966856867074966,10.45997428894043,0.5260446071624756,-24.067501068115234,-0.4441304206848144,0.0036449758335947,0.4241911172866821,0.6631518602371216,0.7217971086502075,8.825887680053711,0.038305640220642,-3.361264944076538,-0.648071825504303,33.6691780090332,0.0290941167622804,743.9969482421875,0.3280706405639648,1348.504150390625,0.1568406820297241,-4.292949199676514,-0.7343078851699829,1816.4998779296875,0.2102552950382232,1523.1883544921875,0.2233712077140808,-26.771408081054688,-0.3631226718425751,2899.86962890625,0.0799973681569099,1151.64453125,0.367576390504837,-35.36933517456055,-0.0281010027974843,-26.34556579589844,-0.0347899720072746,33.222293853759766,0.0323314853012561,0.067699410021305,0.3112943172454834,-0.0518148839473724,-0.1176074892282486,0.0243778117001056,0.1850455105304718,48.39083480834961,0.0427930913865566,9.632452964782717,0.2095367014408111,7.743361473083496,0.4847446382045746,-29.529272079467773,-0.2273763418197631,0.0,0.0,0.0,0.0,0.0,4.545454502105713,6.25,0.1499999910593032,0.0,0.0,0.0,-49.55035400390625
